149,physics,physics
150,physics,physics
151,physics,physics
152,math,math
153,cs,cs
154,math,math
155,math,math
156,physics,math
157,stat,stat
158,stat,stat
159,math,math
160,math,math
161,stat,stat
162,stat,stat
163,math,math
164,stat,cs
165,stat,stat
166,physics,physics
167,physics,physics
168,stat,stat
169,cs,cs
170,math,math
171,math,math
172,stat,stat
173,math,math
174,math,math
175,cs,stat
176,math,math
177,physics,physics
178,cs,cs
179,cs,cs
180,physics,math
181,math,math
182,physics,physics
183,stat,stat
184,physics,physics
185,physics,physics
186,physics,physics
187,math,math
188,math,math
189,stat,stat
190,cs,cs
191,cs,cs
192,physics,physics
193,stat,stat
194,stat,stat
195,math,math
196,stat,stat
197,math,math
198,stat,stat
199,math,math
200,stat,stat
201,math,math
202,cs,cs
203,math,math
204,stat,cs
205,math,math
206,cs,cs
207,math,math
208,cs,cs
209,math,math
210,math,math
211,cs,cs
212,math,math
213,math,math
214,math,math
215,math,math
216,physics,physics
217,cs,cs
218,physics,physics
219,cs,cs
220,cs,cs
221,math,math
222,physics,physics
223,math,math
224,cs,cs
225,physics,math
226,math,math
227,math,math
228,math,math
229,physics,physics
230,cs,cs
231,math,math
232,cs,cs
233,math,math
234,cs,cs
235,physics,physics
236,physics,stat
237,cs,cs
238,physics,physics
239,math,math
240,stat,stat
241,physics,physics
242,physics,physics
243,math,math
244,math,stat
245,physics,physics
246,cs,cs
247,math,math
248,math,math
249,physics,physics
250,physics,stat
251,cs,cs
252,physics,physics
253,cs,cs
254,cs,cs
255,math,math
256,stat,stat
257,physics,physics
258,cs,cs
259,cs,cs
260,math,math
261,physics,physics
262,math,math
263,physics,physics
264,math,math
265,physics,physics
266,math,math
267,math,math
268,physics,physics
269,physics,cs
270,stat,stat
271,stat,stat
272,physics,physics
273,stat,stat
274,cs,stat
275,physics,cs
276,math,stat
277,physics,stat
278,stat,stat
279,math,math
280,physics,physics
281,stat,stat
282,cs,cs
283,math,math
284,stat,physics
285,math,math
286,physics,physics
287,physics,physics
288,cs,cs
289,physics,cs
290,math,math
291,physics,physics
292,math,math
293,physics,physics
294,math,math
295,cs,cs
296,stat,stat
297,math,math
298,cs,stat
299,math,math
300,cs,cs
301,physics,physics
302,math,math
303,cs,cs
304,math,math
305,math,math
306,physics,physics
307,math,math
308,cs,cs
309,math,math
310,math,math
311,stat,stat
312,physics,physics
313,math,math
314,math,math
315,math,math
316,stat,stat
317,physics,physics
318,math,math
319,math,math
320,stat,stat
321,physics,physics
322,stat,stat
323,cs,cs
324,cs,cs
325,physics,physics
326,math,math
327,cs,cs
328,physics,physics
329,cs,cs
330,stat,stat
331,cs,cs
332,physics,physics
333,math,math
334,cs,cs
335,math,math
336,stat,stat
337,stat,stat
338,math,cs
339,physics,physics
340,cs,stat
341,stat,stat
342,math,cs
343,cs,cs
344,stat,stat
345,cs,cs
346,physics,physics
347,cs,stat
348,math,math
349,math,math
350,cs,cs
351,stat,stat
352,cs,cs
353,cs,cs
354,physics,physics
355,cs,cs
356,math,cs
357,stat,stat
358,physics,physics
359,stat,stat
360,cs,cs
361,cs,cs
362,math,math
363,stat,stat
364,math,math
365,math,math
366,math,math
367,physics,physics
368,cs,cs
369,cs,stat
370,stat,stat
371,cs,cs
372,cs,cs
373,cs,cs
374,physics,physics
375,cs,cs
376,math,math
377,physics,physics
378,physics,math
379,stat,stat
380,physics,physics
381,math,stat
382,math,math
383,cs,cs
384,physics,cs
385,stat,stat
386,physics,physics
387,stat,stat
388,math,math
389,cs,cs
390,physics,physics
391,math,math
392,physics,physics
393,physics,physics
394,physics,physics
395,math,math
396,stat,stat
397,cs,cs
398,cs,cs
399,physics,physics
400,math,math
401,cs,cs
402,math,math
403,cs,cs
404,math,math
405,physics,physics
406,math,math
407,math,math
408,math,math
409,math,math
410,physics,physics
411,cs,cs
412,math,math
413,math,cs
414,cs,cs
415,stat,stat
416,stat,math
417,physics,physics
418,physics,physics
419,stat,stat
420,cs,cs
421,math,math
422,stat,stat
423,math,math
424,math,math
425,math,math
426,cs,cs
427,physics,cs
428,math,math
429,cs,math
430,cs,cs
431,physics,physics
432,cs,cs
433,stat,stat
434,cs,cs
435,cs,cs
436,math,math
437,stat,stat
438,math,math
439,physics,physics
440,physics,physics
441,stat,stat
442,cs,cs
443,stat,stat
444,physics,physics
445,cs,cs
446,math,math
447,cs,cs
448,cs,cs
449,math,stat
450,cs,cs
451,math,math
452,cs,cs
453,cs,cs
454,physics,physics
455,math,math
456,physics,physics
457,math,math
458,cs,math
459,stat,stat
460,math,math
461,math,math
462,stat,stat
463,cs,cs
464,math,math
465,physics,physics
466,math,math
467,cs,cs
468,math,math
469,cs,math
470,cs,cs
471,cs,stat
472,cs,cs
473,physics,physics
474,physics,physics
475,physics,physics
476,cs,cs
477,cs,cs
478,math,math
479,stat,stat
480,stat,stat
481,math,math
482,cs,cs
483,cs,cs
484,math,math
485,math,math
486,math,math
487,cs,cs
488,cs,cs
489,cs,cs
490,physics,physics
491,physics,physics
492,math,math
493,stat,stat
494,cs,cs
495,cs,cs
496,cs,cs
497,cs,cs
498,cs,cs
499,math,math
500,stat,stat
501,math,math
502,stat,stat
503,cs,stat
504,cs,cs
505,cs,math
506,math,math
507,physics,physics
508,stat,stat
509,cs,cs
510,math,math
511,cs,cs
512,stat,stat
513,cs,cs
514,physics,physics
515,math,physics
516,stat,stat
517,math,math
518,cs,cs
519,stat,stat
520,cs,cs
521,cs,cs
522,physics,physics
523,math,math
524,math,math
525,stat,stat
526,physics,physics
527,math,math
528,cs,cs
529,cs,math
530,math,stat
531,stat,cs
532,cs,cs
533,cs,cs
534,math,math
535,stat,stat
536,physics,physics
537,stat,stat
538,math,math
539,cs,stat
540,math,math
541,stat,stat
542,cs,stat
543,cs,cs
544,math,math
545,stat,stat
546,physics,physics
547,physics,physics
548,physics,physics
549,math,math
550,math,math
551,physics,physics
552,cs,cs
553,physics,physics
554,physics,physics
555,cs,cs
556,math,math
557,math,math
558,cs,math
559,cs,cs
560,stat,stat
561,stat,stat
562,math,math
563,cs,cs
564,cs,cs
565,math,math
566,physics,physics
567,math,math
568,stat,stat
569,math,math
570,math,math
571,math,math
572,physics,physics
573,physics,physics
574,physics,physics
575,math,math
576,math,math
577,physics,physics
578,cs,cs
579,math,math
580,cs,cs
581,math,math
582,physics,physics
583,math,math
584,cs,cs
585,cs,cs
586,cs,cs
587,cs,cs
588,math,math
589,cs,cs
590,cs,cs
591,math,math
592,math,math
593,math,math
594,physics,physics
595,stat,stat
596,cs,cs
597,physics,physics
598,physics,physics
599,physics,physics
600,cs,cs
601,math,math
602,math,math
603,cs,cs
604,math,math
605,physics,stat
606,physics,stat
607,math,math
608,math,math
609,cs,cs
610,math,math
611,stat,stat
612,cs,cs
613,cs,cs
614,math,math
615,stat,stat
616,math,math
617,math,math
618,physics,physics
619,cs,cs
620,math,math
621,physics,physics
622,math,math
623,math,math
624,stat,stat
625,physics,physics
626,cs,cs
627,physics,physics
628,physics,physics
629,stat,stat
630,physics,physics
631,physics,physics
632,cs,cs
633,physics,physics
634,stat,stat
635,math,stat
636,physics,physics
637,physics,physics
638,math,math
639,math,math
640,stat,stat
641,physics,physics
642,math,math
643,math,math
644,stat,stat
645,cs,cs
646,math,math
647,math,math
648,cs,cs
649,stat,stat
650,stat,stat
651,cs,stat
652,math,math
653,cs,cs
654,cs,cs
655,cs,cs
656,math,math
657,cs,cs
658,stat,stat
659,cs,cs
660,stat,stat
661,cs,math
662,physics,math
663,cs,cs
664,math,stat
665,stat,stat
666,math,math
667,math,stat
668,physics,physics
669,math,math
670,stat,stat
671,math,math
672,cs,cs
673,math,math
674,cs,cs
675,stat,stat
676,math,math
677,physics,physics
678,math,math
679,math,math
680,cs,math
681,cs,cs
682,cs,cs
683,math,math
684,physics,physics
685,cs,cs
686,math,math
687,stat,cs
688,math,math
689,physics,physics
690,cs,cs
691,math,stat
692,physics,physics
693,cs,cs
694,math,math
695,physics,physics
696,cs,cs
697,stat,stat
698,cs,cs
699,math,math
700,math,math
701,cs,stat
702,cs,cs
703,physics,physics
704,physics,physics
705,cs,stat
706,cs,stat
707,physics,physics
708,stat,stat
709,stat,stat
710,cs,cs
711,physics,physics
712,math,math
713,physics,stat
714,math,math
715,math,math
716,physics,physics
717,cs,cs
718,cs,stat
719,stat,stat
720,math,math
721,cs,cs
722,stat,stat
723,stat,stat
724,physics,physics
725,math,math
726,physics,physics
727,cs,stat
728,stat,stat
729,math,math
730,stat,physics
731,math,stat
732,cs,cs
733,math,math
734,stat,stat
735,physics,physics
736,cs,cs
737,physics,physics
738,math,math
739,physics,physics
740,stat,stat
741,math,math
742,physics,physics
743,cs,cs
744,physics,physics
745,physics,physics
746,cs,cs
747,cs,cs
748,math,math
749,math,math
750,stat,stat
751,cs,cs
752,cs,cs
753,cs,cs
754,physics,math
755,cs,stat
756,math,math
757,math,math
758,math,math
759,math,math
760,math,math
761,math,math
762,cs,cs
763,cs,cs
764,physics,physics
765,cs,cs
766,math,math
767,physics,physics
768,physics,physics
769,stat,stat
770,stat,stat
771,cs,stat
772,cs,cs
773,physics,physics
774,physics,physics
775,stat,cs
776,physics,physics
777,stat,stat
778,cs,cs
779,cs,cs
780,cs,cs
781,stat,stat
782,cs,cs
783,stat,cs
784,cs,cs
785,stat,stat
786,cs,cs
787,math,math
788,physics,physics
789,physics,stat
790,cs,cs
791,cs,cs
792,math,math
793,math,math
794,cs,cs
795,physics,physics
796,physics,physics
797,stat,stat
798,physics,physics
799,stat,stat
800,math,math
801,cs,stat
802,cs,cs
803,cs,cs
804,cs,cs
805,cs,cs
806,cs,cs
807,math,math
808,stat,cs
809,cs,cs
810,physics,physics
811,cs,cs
812,math,math
813,math,math
814,math,math
815,cs,cs
816,math,math
817,math,math
818,cs,cs
819,cs,cs
820,math,math
821,stat,stat
822,stat,stat
823,physics,stat
824,cs,cs
825,physics,physics
826,physics,physics
827,math,math
828,physics,physics
829,math,math
830,stat,cs
831,math,math
832,cs,stat
833,math,math
834,cs,cs
835,math,math
836,cs,cs
837,cs,cs
838,cs,cs
839,math,stat
840,stat,physics
841,stat,stat
842,physics,physics
843,math,math
844,physics,physics
845,cs,cs
846,cs,cs
847,stat,stat
848,stat,cs
849,cs,cs
850,cs,stat
851,math,math
852,math,math
853,cs,cs
854,stat,stat
855,math,math
856,cs,cs
857,stat,stat
858,math,math
859,physics,physics
860,math,math
861,math,math
862,physics,physics
863,cs,cs
864,cs,stat
865,stat,cs
866,stat,stat
867,cs,cs
868,stat,stat
869,math,math
870,cs,cs
871,math,math
872,stat,cs
873,cs,cs
874,cs,stat
875,cs,cs
876,math,math
877,math,math
878,math,math
879,math,math
880,math,math
881,cs,cs
882,math,math
883,stat,stat
884,math,math
885,physics,physics
886,cs,cs
887,cs,cs
888,math,math
889,stat,stat
890,stat,stat
891,cs,stat
892,physics,physics
893,cs,cs
894,stat,cs
895,cs,cs
896,physics,cs
897,stat,stat
898,cs,cs
899,stat,stat
900,physics,physics
901,math,math
902,math,math
903,physics,stat
904,physics,physics
905,math,math
906,stat,physics
907,stat,stat
908,cs,cs
909,cs,cs
910,physics,physics
911,math,math
912,math,math
913,math,math
914,physics,physics
915,math,math
916,math,math
917,math,math
918,stat,stat
919,math,math
920,cs,cs
921,cs,cs
922,physics,physics
923,physics,physics
924,math,math
925,stat,cs
926,math,math
927,stat,cs
928,physics,stat
929,cs,cs
930,math,math
931,cs,stat
932,math,math
933,cs,cs
934,math,math
935,math,math
936,physics,physics
937,math,math
938,math,math
939,math,math
940,cs,stat
941,stat,stat
942,math,math
943,physics,physics
944,stat,stat
945,physics,cs
946,physics,physics
947,cs,stat
948,stat,stat
949,physics,physics
950,stat,stat
951,math,math
952,stat,stat
953,math,math
954,math,math
955,math,math
956,math,math
957,cs,cs
958,cs,cs
959,math,math
960,cs,stat
961,physics,physics
962,cs,cs
963,math,math
964,physics,physics
965,math,math
966,stat,stat
967,cs,cs
968,math,math
969,cs,cs
970,cs,cs
971,cs,cs
972,math,math
973,stat,stat
974,cs,cs
975,physics,physics
976,physics,physics
977,stat,stat
978,math,math
979,math,math
980,cs,cs
981,physics,physics
982,stat,stat
983,cs,cs
984,stat,stat
985,cs,cs
986,cs,stat
987,physics,physics
988,cs,stat
989,cs,cs
990,cs,cs
991,stat,stat
992,cs,cs
993,math,math
994,cs,cs
995,physics,physics
996,math,math
997,physics,physics
998,math,math
999,cs,cs
1000,cs,cs
1001,math,math
1002,math,stat
1003,stat,stat
1004,math,math
1005,math,math
1006,math,math
1007,math,math
1008,math,math
1009,math,math
1010,physics,physics
1011,math,cs
1012,math,math
1013,cs,cs
1014,physics,physics
1015,cs,cs
1016,physics,physics
1017,math,math
1018,physics,physics
1019,cs,cs
1020,cs,cs
1021,cs,cs
1022,physics,physics
1023,stat,stat
1024,stat,stat
1025,cs,cs
1026,cs,cs
1027,cs,cs
1028,math,math
1029,cs,cs
1030,cs,cs
1031,physics,physics
1032,physics,physics
1033,cs,cs
1034,math,math
1035,stat,stat
1036,physics,physics
1037,physics,physics
1038,math,math
1039,stat,cs
1040,math,math
1041,physics,physics
1042,physics,stat
1043,cs,cs
1044,math,math
1045,physics,physics
1046,physics,physics
1047,math,math
1048,stat,stat
1049,physics,physics
1050,math,math
1051,physics,physics
1052,math,math
1053,math,math
1054,stat,stat
1055,cs,cs
1056,cs,cs
1057,physics,physics
1058,cs,cs
1059,math,math
1060,physics,physics
1061,cs,cs
1062,cs,cs
1063,math,math
1064,math,math
1065,physics,physics
1066,stat,stat
1067,stat,cs
1068,math,math
1069,cs,cs
1070,physics,physics
1071,cs,cs
1072,cs,cs
1073,stat,stat
1074,stat,stat
1075,stat,stat
1076,cs,cs
1077,cs,cs
1078,stat,stat
1079,cs,cs
1080,physics,physics
1081,math,math
1082,cs,cs
1083,stat,stat
1084,stat,stat
1085,stat,stat
1086,stat,cs
1087,stat,stat
1088,cs,cs
1089,physics,cs
1090,stat,stat
1091,math,math
1092,cs,stat
1093,stat,stat
1094,stat,stat
1095,math,stat
1096,cs,cs
1097,cs,cs
1098,physics,physics
1099,stat,stat
1100,cs,cs
1101,stat,stat
1102,stat,stat
1103,math,math
1104,stat,stat
1105,cs,cs
1106,physics,physics
1107,math,math
1108,stat,stat
1109,stat,cs
1110,math,math
1111,stat,stat
1112,math,stat
1113,math,math
1114,cs,cs
1115,stat,stat
1116,cs,cs
1117,physics,physics
1118,math,math
1119,math,math
1120,physics,physics
1121,physics,physics
1122,cs,cs
1123,math,math
1124,math,math
1125,physics,physics
1126,cs,cs
1127,stat,stat
1128,math,math
1129,physics,cs
1130,stat,stat
1131,math,math
1132,physics,physics
1133,cs,cs
1134,math,math
1135,physics,physics
1136,stat,stat
1137,math,math
1138,cs,cs
1139,physics,physics
1140,math,math
1141,math,math
1142,math,math
1143,cs,cs
1144,stat,stat
1145,cs,cs
1146,physics,physics
1147,stat,stat
1148,math,math
1149,cs,stat
1150,stat,stat
1151,cs,stat
1152,math,math
1153,math,math
1154,stat,stat
1155,stat,stat
1156,cs,cs
1157,stat,stat
1158,cs,cs
1159,cs,cs
1160,math,math
1161,cs,cs
1162,stat,stat
1163,math,math
1164,cs,cs
1165,stat,stat
1166,cs,cs
1167,stat,stat
1168,stat,stat
1169,cs,cs
1170,math,math
1171,stat,stat
1172,stat,stat
1173,stat,stat
1174,cs,cs
1175,physics,physics
1176,math,math
1177,physics,physics
1178,cs,cs
1179,cs,cs
1180,stat,stat
1181,cs,cs
1182,cs,cs
1183,physics,physics
1184,cs,cs
1185,math,math
1186,math,math
1187,physics,physics
1188,math,math
1189,cs,cs
1190,stat,cs
1191,physics,cs
1192,cs,cs
1193,stat,stat
1194,math,math
1195,math,math
1196,math,math
1197,cs,cs
1198,cs,cs
1199,physics,physics
1200,stat,stat
1201,stat,stat
1202,cs,cs
1203,math,math
1204,math,math
1205,math,math
1206,math,math
1207,physics,physics
1208,math,math
1209,cs,cs
1210,cs,cs
1211,math,math
1212,physics,physics
1213,stat,stat
1214,stat,stat
1215,cs,cs
1216,math,math
1217,physics,physics
1218,physics,physics
1219,physics,physics
1220,cs,stat
1221,physics,physics
1222,cs,cs
1223,physics,physics
1224,cs,cs
1225,math,math
1226,math,math
1227,physics,physics
1228,physics,physics
1229,cs,cs
1230,cs,cs
1231,cs,cs
1232,physics,physics
1233,math,stat
1234,cs,cs
1235,math,math
1236,math,math
1237,physics,physics
1238,physics,physics
1239,stat,stat
1240,math,stat
1241,stat,stat
1242,cs,cs
1243,math,math
1244,stat,stat
1245,math,math
1246,math,math
1247,math,math
1248,math,math
1249,cs,cs
1250,math,stat
1251,cs,cs
1252,stat,stat
1253,cs,cs
1254,physics,physics
1255,math,math
1256,stat,stat
1257,math,math
1258,stat,cs
1259,math,math
1260,cs,cs
1261,cs,cs
1262,math,math
1263,physics,math
1264,cs,cs
1265,math,math
1266,cs,cs
1267,physics,physics
1268,stat,cs
1269,math,math
1270,cs,cs
1271,physics,physics
1272,math,math
1273,math,math
1274,math,math
1275,cs,cs
1276,cs,math
1277,cs,cs
1278,cs,cs
1279,physics,physics
1280,cs,stat
1281,physics,physics
1282,physics,physics
1283,physics,physics
1284,physics,physics
1285,math,math
1286,cs,cs
1287,math,math
1288,physics,physics
1289,physics,physics
1290,physics,physics
1291,math,math
1292,stat,cs
1293,physics,physics
1294,physics,physics
1295,stat,stat
1296,physics,physics
1297,math,math
1298,cs,cs
1299,math,math
1300,stat,cs
1301,cs,stat
1302,cs,cs
1303,stat,stat
1304,stat,stat
1305,math,math
1306,physics,physics
1307,math,math
1308,physics,physics
1309,stat,stat
1310,stat,stat
1311,stat,stat
1312,physics,stat
1313,math,math
1314,stat,stat
1315,cs,cs
1316,math,math
1317,cs,cs
1318,cs,cs
1319,cs,cs
1320,stat,stat
1321,stat,stat
1322,math,math
1323,physics,physics
1324,physics,physics
1325,math,math
1326,cs,cs
1327,math,math
1328,math,math
1329,math,math
1330,cs,cs
1331,physics,physics
1332,cs,cs
1333,physics,physics
1334,math,math
1335,physics,physics
1336,math,math
1337,cs,cs
1338,physics,physics
1339,physics,stat
1340,stat,stat
1341,math,stat
1342,cs,cs
1343,math,math
1344,math,math
1345,math,physics
1346,cs,math
1347,math,math
1348,math,math
1349,physics,physics
1350,stat,stat
1351,cs,cs
1352,math,math
1353,math,math
1354,stat,stat
1355,math,math
1356,math,math
1357,cs,stat
1358,math,math
1359,cs,cs
1360,math,math
1361,cs,cs
1362,stat,cs
1363,stat,stat
1364,cs,cs
1365,math,math
1366,math,math
1367,math,math
1368,cs,cs
1369,stat,cs
1370,cs,cs
1371,cs,cs
1372,math,math
1373,physics,physics
1374,cs,stat
1375,math,math
1376,cs,cs
1377,math,stat
1378,math,math
1379,cs,cs
1380,physics,physics
1381,cs,cs
1382,cs,cs
1383,physics,physics
1384,cs,cs
1385,math,math
1386,math,math
1387,cs,cs
1388,cs,math
1389,stat,stat
1390,math,math
1391,physics,physics
1392,stat,cs
1393,math,math
1394,physics,physics
1395,cs,cs
1396,cs,cs
1397,physics,physics
1398,cs,cs
1399,math,math
1400,cs,cs
1401,physics,physics
1402,math,math
1403,cs,cs
1404,math,math
1405,cs,cs
1406,cs,cs
1407,physics,physics
1408,cs,cs
1409,math,math
1410,cs,cs
1411,math,math
1412,cs,cs
1413,cs,math
1414,math,math
1415,physics,physics
1416,cs,math
1417,cs,cs
1418,math,physics
1419,stat,stat
1420,cs,math
1421,stat,stat
1422,cs,cs
1423,cs,math
1424,math,math
1425,physics,physics
1426,cs,cs
1427,cs,cs
1428,stat,stat
1429,physics,physics
1430,physics,physics
1431,cs,cs
1432,math,math
1433,stat,stat
1434,physics,physics
1435,cs,cs
1436,stat,stat
1437,stat,cs
1438,cs,cs
1439,cs,cs
1440,physics,physics
1441,physics,physics
1442,stat,stat
1443,math,math
1444,stat,stat
1445,math,math
1446,physics,physics
1447,physics,physics
1448,math,math
1449,cs,cs
1450,cs,cs
1451,cs,cs
1452,stat,stat
1453,stat,stat
1454,math,math
1455,math,math
1456,math,math
1457,math,math
1458,cs,cs
1459,math,math
1460,math,math
1461,cs,cs
1462,stat,stat
1463,cs,cs
1464,physics,physics
1465,math,math
1466,cs,cs
1467,cs,cs
1468,cs,cs
1469,cs,cs
1470,stat,stat
1471,stat,math
1472,math,math
1473,math,math
1474,math,math
1475,math,math
1476,cs,cs
1477,cs,cs
1478,physics,physics
1479,cs,cs
1480,cs,cs
1481,physics,cs
1482,math,math
1483,cs,stat
1484,stat,stat
1485,physics,physics
1486,cs,cs
1487,math,math
1488,cs,cs
1489,cs,cs
1490,math,math
1491,cs,cs
1492,stat,stat
1493,stat,math
1494,cs,cs
1495,stat,stat
1496,physics,physics
1497,physics,cs
1498,physics,physics
1499,cs,cs
1500,physics,physics
1501,math,math
1502,math,math
1503,physics,physics
1504,math,math
1505,cs,math
1506,cs,cs
1507,physics,physics
1508,cs,cs
1509,math,math
1510,stat,stat
1511,cs,stat
1512,physics,physics
1513,math,math
1514,math,math
1515,math,math
1516,stat,cs
1517,math,math
1518,stat,stat
1519,math,math
1520,cs,cs
1521,stat,stat
1522,math,math
1523,cs,cs
1524,physics,physics
1525,cs,cs
1526,math,math
1527,cs,cs
1528,math,physics
1529,cs,cs
1530,cs,cs
1531,physics,physics
1532,cs,cs
1533,cs,stat
1534,cs,cs
1535,math,math
1536,stat,stat
1537,math,math
1538,math,math
1539,cs,cs
1540,physics,stat
1541,cs,stat
1542,math,math
1543,physics,physics
1544,stat,stat
1545,cs,cs
1546,math,math
1547,physics,cs
1548,cs,cs
1549,physics,physics
1550,math,math
1551,stat,stat
1552,math,math
1553,cs,cs
1554,cs,cs
1555,cs,cs
1556,math,math
1557,stat,stat
1558,physics,physics
1559,math,cs
1560,math,math
1561,cs,cs
1562,cs,cs
1563,math,math
1564,stat,stat
1565,physics,physics
1566,math,math
1567,stat,math
1568,stat,stat
1569,cs,math
1570,cs,cs
1571,cs,cs
1572,physics,physics
1573,stat,stat
1574,stat,cs
1575,stat,stat
1576,cs,stat
1577,cs,cs
1578,cs,cs
1579,math,math
1580,math,math
1581,cs,cs
1582,cs,cs
1583,cs,stat
1584,physics,physics
1585,stat,stat
1586,cs,math
1587,cs,cs
1588,cs,cs
1589,stat,stat
1590,physics,physics
1591,stat,stat
1592,math,math
1593,stat,stat
1594,stat,cs
1595,stat,stat
1596,math,math
1597,cs,cs
1598,math,math
1599,math,math
1600,cs,cs
1601,stat,stat
1602,math,math
1603,cs,cs
1604,physics,physics
1605,physics,physics
1606,cs,cs
1607,math,math
1608,stat,cs
1609,physics,physics
1610,physics,physics
1611,stat,stat
1612,cs,cs
1613,math,math
1614,math,math
1615,stat,stat
1616,math,math
1617,physics,physics
1618,cs,cs
1619,math,math
1620,cs,math
1621,math,math
1622,cs,cs
1623,cs,cs
1624,math,cs
1625,physics,cs
1626,cs,math
1627,stat,stat
1628,stat,cs
1629,physics,physics
1630,cs,cs
1631,stat,stat
1632,math,math
1633,physics,physics
1634,cs,cs
1635,stat,stat
1636,stat,physics
1637,cs,cs
1638,physics,physics
1639,cs,cs
1640,cs,cs
1641,math,math
1642,math,math
1643,cs,cs
1644,math,math
1645,math,math
1646,math,stat
1647,cs,cs
1648,cs,cs
1649,cs,cs
1650,math,math
1651,cs,cs
1652,cs,cs
1653,physics,physics
1654,cs,cs
1655,physics,physics
1656,cs,cs
1657,physics,physics
1658,cs,math
1659,math,math
1660,physics,physics
1661,physics,physics
1662,math,math
1663,stat,stat
1664,physics,cs
1665,math,math
1666,physics,physics
1667,math,math
1668,cs,cs
1669,math,math
1670,math,math
1671,physics,physics
1672,stat,stat
1673,cs,cs
1674,math,math
1675,physics,physics
1676,physics,physics
1677,physics,physics
1678,stat,stat
1679,stat,cs
1680,physics,physics
1681,cs,cs
1682,math,math
1683,cs,cs
1684,math,math
1685,stat,stat
1686,cs,cs
1687,cs,cs
1688,physics,physics
1689,physics,physics
1690,math,math
1691,cs,cs
1692,cs,cs
1693,math,cs
1694,math,math
1695,math,cs
1696,math,math
1697,cs,cs
1698,cs,stat
1699,math,math
1700,stat,physics
1701,stat,stat
1702,physics,physics
1703,math,math
1704,cs,cs
1705,physics,physics
1706,cs,cs
1707,cs,cs
1708,cs,cs
1709,stat,stat
1710,cs,cs
1711,cs,cs
1712,physics,physics
1713,physics,physics
1714,math,math
1715,physics,physics
1716,math,math
1717,physics,physics
1718,cs,cs
1719,math,math
1720,stat,stat
1721,stat,stat
1722,physics,physics
1723,stat,stat
1724,cs,cs
1725,stat,cs
1726,math,math
1727,math,math
1728,math,math
1729,cs,cs
1730,cs,cs
1731,cs,math
1732,cs,stat
1733,cs,cs
1734,cs,cs
1735,math,math
1736,stat,stat
1737,physics,physics
1738,stat,cs
1739,math,math
1740,math,stat
1741,cs,cs
1742,cs,stat
1743,physics,physics
1744,physics,physics
1745,physics,physics
1746,stat,math
1747,math,math
1748,math,math
1749,stat,stat
1750,math,math
1751,stat,stat
1752,stat,cs
1753,cs,cs
1754,stat,stat
1755,math,math
1756,stat,stat
1757,stat,stat
1758,cs,cs
1759,stat,stat
1760,stat,stat
1761,cs,cs
1762,cs,cs
1763,physics,physics
1764,cs,cs
1765,math,math
1766,math,math
1767,stat,stat
1768,math,math
1769,math,math
1770,physics,physics
1771,physics,physics
1772,physics,physics
1773,math,math
1774,math,math
1775,cs,cs
1776,physics,physics
1777,math,math
1778,math,math
1779,cs,cs
1780,cs,cs
1781,math,math
1782,physics,physics
1783,stat,stat
1784,math,math
1785,physics,physics
1786,physics,physics
1787,cs,cs
